#
# contig_name	read_name
#
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:30174:33708/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:31051:16658/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:30490:13557/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:14778:21731/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:3061:35383/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:13259:10614/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:16604:17065/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:22535:20572/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:24270:19789/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:16369:32628/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:14633:13369/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:8467:32095/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:32687:29262/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:10420:33630/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:20980:18505/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:6705:26788/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:17689:22608/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:11605:28855/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:30183:27305/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:28610:17754/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:1298:27853/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:25057:7059/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:26693:27242/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:28845:25238/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:17020:27273/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:4345:13589/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:3170:27899/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:21151:6464/1
